"","Site","Time","NO","NO2","NOX","PM10","PM2.5","SOLR","WDIR","WSPD"
"973","HR1","12/07/2012 01:00",0.9,3.8,5.2,7.5,2,5,131,0.5
"974","HR1","12/07/2012 02:00",0.9,6.1,7.4,5.5,3,5,131,0.5
"975","HR1","12/07/2012 03:00",3.6,12.8,18.2,5.2,2,175,123,0.5
"976","HR1","12/07/2012 04:00",4.9,13.6,21.2,12,4,239,136,0.6
"977","HR1","12/07/2012 05:00",6.4,12.7,22.5,6.8,3,239,136,0.6
"978","HR1","12/07/2012 06:00",5.1,11.1,18.9,5.5,2,614,109,0.7
"979","HR1","12/07/2012 07:00",4.1,7.4,13.6,8.3,4,606,116,0.7
"980","HR1","12/07/2012 08:00",2.9,8,12.4,9.5,2,713,102,0.9
"981","HR1","12/07/2012 09:00",2.7,5.7,9.8,8.5,2,548,122,0.8
"982","HR1","12/07/2012 10:00",3.7,6.1,11.8,9.2,3,757,107,1.1
"983","HR1","12/07/2012 11:00",2.3,4,7.5,9.3,3,621,89,1.7
"984","HR1","12/07/2012 12:00",2.5,5.8,9.6,8.6,1,269,94,1.4
"985","HR1","12/07/2012 13:00",2.1,9.2,12.4,10.1,3,110,93,1.5
"986","HR1","12/07/2012 14:00",1.8,8.4,11.1,11.9,1,122,94,1.4
"987","HR1","12/07/2012 15:00",2,14.8,17.8,16.8,4,37,80,1.3
"988","HR1","12/07/2012 16:00",1.9,14.3,17.3,7.6,4,13,88,1.4
"989","HR1","12/07/2012 17:00",2,22.8,25.9,7.9,3,8,87,1.1
"990","HR1","12/07/2012 18:00",1.6,23.9,26.4,7.1,3,6,91,1.5
"991","HR1","12/07/2012 19:00",0.7,25.6,26.7,7.5,2,6,88,1.2
"992","HR1","12/07/2012 20:00",1,16.2,17.8,7.7,2,6,92,1.2
"993","HR1","12/07/2012 21:00",1,12.2,13.7,7.7,0,6,92,1.2
"994","HR1","12/07/2012 22:00",0.4,13.8,14.5,8.3,1,5,93,1.3
"995","HR1","12/07/2012 23:00",0.3,9.4,9.8,9,4,6,91,1.1
"996","HR1","13/07/2012 00:00",0.9,7.2,8.5,11.1,6,6,95,1
"997","HR1","13/07/2012 01:00",0.2,3.8,4.1,8.5,4,6,97,0.8
"998","HR1","13/07/2012 02:00",0.7,4.4,5.5,6.8,0,7,103,0.7
"999","HR1","13/07/2012 03:00",1,5.9,7.4,6.5,1,27,118,0.8
"1000","HR1","13/07/2012 04:00",0.8,10.1,11.4,6.7,4,27,118,0.8
"1001","HR1","13/07/2012 05:00",1.2,6.5,8.3,5.1,2,338,111,0.9
"1002","HR1","13/07/2012 06:00",3.1,9.5,14.2,7.9,3,389,116,0.9
"1003","HR1","13/07/2012 07:00",3.1,8.3,13,11.5,1,475,114,0.8
"1004","HR1","13/07/2012 08:00",2.2,5.8,9.2,10,3,403,108,1
"1005","HR1","13/07/2012 09:00",1.7,5,7.7,9.2,4,711,115,0.9
"1006","HR1","13/07/2012 10:00",1.3,3.7,5.7,8.1,3,407,103,1.1
"1007","HR1","13/07/2012 11:00",1.6,3.9,6.3,14.1,2,469,103,1.1
"1008","HR1","13/07/2012 12:00",1.8,4.8,7.6,11.3,4,286,101,1.3
"1009","HR1","13/07/2012 13:00",2.6,9.1,13.1,6.6,2,172,102,0.8
"1010","HR1","13/07/2012 14:00",2.3,12.6,16.2,9.7,2,203,106,1
"1011","HR1","13/07/2012 15:00",1.7,11.2,13.8,9.3,4,38,107,0.6
"1012","HR1","13/07/2012 16:00",2,7.4,10.5,6.4,1,29,100,0.5
"1013","HR1","13/07/2012 17:00",2.4,21.7,25.3,12.6,2,66,92,0.6
"1014","HR1","13/07/2012 18:00",2.6,26.4,30.4,12.2,4,66,92,0.6
"1015","HR1","13/07/2012 19:00",1.6,23.4,25.8,9,5,6,96,0.7
"1016","HR1","13/07/2012 20:00",1,33.9,35.4,15.3,8,6,107,0.6
"1017","HR1","13/07/2012 21:00",0.8,30.6,31.8,16.1,10,6,107,0.7
"1018","HR1","13/07/2012 22:00",0.7,13.1,14.1,9,4,6,101,0.7
"1019","HR1","13/07/2012 23:00",0.6,10.8,11.7,7.2,3,6,111,0.7
"1020","HR1","14/07/2012 00:00",1.4,9.2,11.5,9.2,4,6,121,0.6
"1021","HR1","14/07/2012 01:00",0.7,5.7,6.7,8.5,4,6,117,0.6
"1022","HR1","14/07/2012 02:00",0.4,4.8,5.5,8.6,3,12,108,0.5
"1023","HR1","14/07/2012 03:00",0.7,4,5.1,8.1,1,18,106,0.5
"1024","HR1","14/07/2012 04:00",0.8,6.1,7.4,10.2,3,18,106,0.5
"1025","HR1","14/07/2012 05:00",1.4,6,8.1,10.1,4,74,119,0.6
"1026","HR1","14/07/2012 06:00",1.3,6.3,8.3,7.8,3,101,92,1.1
"1027","HR1","14/07/2012 07:00",1.3,6.5,8.5,11.2,2,91,109,1
"1028","HR1","14/07/2012 08:00",1.2,7.9,9.7,5.5,4,188,21,1.4
"1029","HR1","14/07/2012 09:00",1,9.2,10.8,7.7,6,696,21,1.7
"1030","HR1","14/07/2012 10:00",1.3,7.5,9.5,9.5,6,325,83,0.8
"1031","HR1","14/07/2012 11:00",1.4,5.2,7.4,4.6,6,212,135,1
"1032","HR1","14/07/2012 12:00",1.4,7.3,9.4,8.7,4,192,147,0.9
"1033","HR1","14/07/2012 13:00",1,6.1,7.6,10.7,5,166,149,0.9
"1034","HR1","14/07/2012 14:00",1.3,4.8,6.9,10.3,5,212,29,0.8
"1035","HR1","14/07/2012 15:00",1.2,7.3,9.2,8.6,5,126,139,0.5
"1036","HR1","14/07/2012 16:00",1.1,6.5,8.3,7.9,7,76,110,0.4
"1037","HR1","14/07/2012 17:00",1,7.2,8.8,7.4,2,41,105,0.4
"1038","HR1","14/07/2012 18:00",1.5,10.4,12.7,12.4,6,41,105,0.4
"1039","HR1","14/07/2012 19:00",0.7,14.8,15.8,17.5,9,6,134,0.5
"1040","HR1","14/07/2012 20:00",0.6,11.9,12.8,9.3,7,6,101,0.4
"1041","HR1","14/07/2012 21:00",0.5,11.9,12.7,7.7,7,6,107,0.4
"1042","HR1","14/07/2012 22:00",2.9,19.2,23.6,13,7,6,107,0.4
"1043","HR1","14/07/2012 23:00",3.3,25,30.1,16.2,12,6,130,0.4
"1044","HR1","15/07/2012 00:00",2.6,21.9,25.9,18.1,14,6,147,0.6
"1045","HR1","15/07/2012 01:00",0.8,17.7,19,18.6,13,6,145,0.5
"1046","HR1","15/07/2012 02:00",0.9,9.2,10.5,15.9,7,19,127,0.5
"1047","HR1","15/07/2012 03:00",1,7.2,8.7,13.3,4,13,133,0.5
"1048","HR1","15/07/2012 04:00",4.7,12.6,19.8,16.4,6,13,133,0.5
"1049","HR1","15/07/2012 05:00",2.6,8.9,12.8,17,5,416,145,0.8
"1050","HR1","15/07/2012 06:00",1.3,5.7,7.7,6.7,5,338,143,0.9
"1051","HR1","15/07/2012 07:00",1.2,2.9,4.8,6.5,3,393,145,1
"1052","HR1","15/07/2012 08:00",0.8,1.7,2.9,12.5,2,505,131,0.8
"1053","HR1","15/07/2012 09:00",0.7,0.6,1.6,4,3,284,102,0.9
"1054","HR1","15/07/2012 10:00",0.7,1.7,2.7,10.8,3,123,140,1
"1055","HR1","15/07/2012 11:00",0.3,2.6,3,12.1,3,485,137,0.9
"1056","HR1","15/07/2012 12:00",0.9,5.1,6.5,7.7,4,238,140,0.9
"1057","HR1","15/07/2012 13:00",0.7,2.8,3.9,7.1,4,288,131,0.8
"1058","HR1","15/07/2012 14:00",0.5,3.7,4.5,9.4,3,254,134,0.9
"1059","HR1","15/07/2012 15:00",0.5,3,3.8,6.2,4,282,114,0.8
"1060","HR1","15/07/2012 16:00",0.7,4.9,5.9,7.2,2,88,128,0.7
"1061","HR1","15/07/2012 17:00",0.6,5.5,6.4,8.3,4,79,115,0.7
"1062","HR1","15/07/2012 18:00",0.2,6.1,6.4,9.8,3,79,115,0.7
"1063","HR1","15/07/2012 19:00",0.4,6.5,7.1,10.6,4,5,95,0.5
"1064","HR1","15/07/2012 20:00",0.5,11.6,12.4,10.8,6,6,119,0.4
"1065","HR1","15/07/2012 21:00",1.1,11.8,13.5,11.8,5,6,102,0.5
"1066","HR1","15/07/2012 22:00",0.6,10.2,11.2,9.9,6,6,101,0.5
"1067","HR1","15/07/2012 23:00",1.1,10.8,12.6,9.1,6,6,103,0.6
"1068","HR1","16/07/2012 00:00",0.8,11.3,12.6,6.5,3,6,95,0.8
"1069","HR1","16/07/2012 01:00",0.5,9.1,9.9,7.7,1,6,96,0.6
"1070","HR1","16/07/2012 02:00",0.9,12.5,13.8,10.4,3,8,100,0.7
"1071","HR1","16/07/2012 03:00",0.7,10.8,11.9,9,3,11,98,0.7
"1072","HR1","16/07/2012 04:00",1.1,12.9,14.5,8.4,2,11,98,0.7
"1073","HR1","16/07/2012 05:00",2.8,19.5,23.8,12.2,4,143,102,0.9
"1074","HR1","16/07/2012 06:00",1.9,12.8,15.7,11,5,175,100,1
"1075","HR1","16/07/2012 07:00",2.1,10.8,14.1,7.2,2,144,103,0.8
"1076","HR1","16/07/2012 08:00",2.2,9.7,13,10.2,5,133,106,1.1
"1077","HR1","16/07/2012 09:00",3.1,10.1,14.8,12.2,3,243,103,1
"1078","HR1","16/07/2012 10:00",2.3,9.6,13.1,4.7,2,225,99,1.3
"1079","HR1","16/07/2012 11:00",2,8.6,11.8,5.5,2,110,98,1.4
"1080","HR1","16/07/2012 12:00",4,14.6,20.7,10.2,3,79,98,1.2
"1081","HR1","16/07/2012 13:00",2.9,12.9,17.3,9.9,3,66,103,1
"1082","HR1","16/07/2012 14:00",2.7,15.7,19.9,11,4,52,102,0.8
"1083","HR1","16/07/2012 15:00",1.5,12.9,15.2,8.7,5,34,99,0.8
"1084","HR1","16/07/2012 16:00",2.1,11.9,15.1,11.8,5,12,116,0.9
"1085","HR1","16/07/2012 17:00",1.8,11.2,14.1,9.2,3,12,118,0.8
"1086","HR1","16/07/2012 18:00",1,9.2,10.8,6.3,3,12,118,0.8
"1087","HR1","16/07/2012 19:00",0.8,6.7,8,4.5,1,6,118,0.8
"1088","HR1","16/07/2012 20:00",0.9,7.8,9.2,13.8,6,6,121,0.7
"1089","HR1","16/07/2012 21:00",0.6,5.7,6.7,17.1,5,6,115,0.7
"1090","HR1","16/07/2012 22:00",0.1,4.4,4.5,17.4,8,6,127,0.7
"1091","HR1","16/07/2012 23:00",0.5,5.9,6.7,15.9,8,6,124,0.6
"1092","HR1","17/07/2012 00:00",0.2,9.4,9.8,19.2,10,6,98,0.6
"1093","HR1","17/07/2012 01:00",0.8,6.7,8,18.6,6,6,127,0.4
"1094","HR1","17/07/2012 02:00",1.2,5,6.9,17.8,7,35,117,0.4
"1095","HR1","17/07/2012 03:00",1.2,7.1,9,13.4,5,57,112,0.5
"1096","HR1","17/07/2012 04:00",1.8,10,12.8,18.1,4,57,112,0.5
"1097","HR1","17/07/2012 05:00",2.6,8.7,12.7,15.2,9,255,126,0.8
"1098","HR1","17/07/2012 06:00",4.9,9.1,16.6,13.1,9,149,128,0.7
"1099","HR1","17/07/2012 07:00",3.5,9.6,15,13.1,7,254,137,0.9
"1100","HR1","22/07/2012 21:00",0.1,16.9,17,16.5,13,6,95,0.8
"1101","HR1","22/07/2012 22:00",0.2,19.2,19.6,16.8,10,5,104,0.5
"1102","HR1","22/07/2012 23:00",0.2,12.9,13.2,11,6,5,95,0.4
"1103","HR1","23/07/2012 00:00",0.7,11.6,12.6,14.8,10,5,86,0.4
"1104","HR1","23/07/2012 01:00",2.1,13.4,16.6,14.2,7,5,103,0.4
"1105","HR1","23/07/2012 02:00",3.4,16.6,21.8,10.7,5,24,94,0.6
"1106","HR1","23/07/2012 03:00",2.5,22.9,26.7,12.7,11,73,89,0.5
"1107","HR1","23/07/2012 04:00",2.5,29.4,33.2,13.2,8,73,89,0.5
"1108","HR1","23/07/2012 05:00",8.8,36.3,49.7,13.9,13,411,105,0.8
"1109","HR1","23/07/2012 06:00",8.2,30.6,43.2,13.5,13,551,107,1.1
"1110","HR1","23/07/2012 07:00",10.5,34.8,51,16.9,21,670,93,1.7
"1111","HR1","23/07/2012 08:00",8.7,30.1,43.5,20.6,9,756,97,1.3
"1112","HR1","23/07/2012 09:00",5.8,23.7,32.6,19.8,6,803,108,1.1
"1113","HR1","23/07/2012 10:00",2.7,15.9,20.1,14.2,11,797,102,1.1
"1114","HR1","23/07/2012 11:00",1.8,12.5,15.4,7.2,6,753,95,1.3
"1115","HR1","23/07/2012 12:00",2,14.6,17.7,12.9,5,662,117,0.9
"1116","HR1","23/07/2012 13:00",1.9,11.7,14.7,5.8,10,540,98,1
"1117","HR1","23/07/2012 14:00",1.3,11.9,13.8,12,10,399,102,0.9
"1118","HR1","23/07/2012 15:00",1,10.4,12,15.5,10,249,94,1.2
"1119","HR1","23/07/2012 16:00",0.8,13.7,14.9,10.8,5,117,91,1
"1120","HR1","23/07/2012 17:00",0.6,17,17.9,17.4,6,89,94,1.3
"1121","HR1","23/07/2012 18:00",-0.1,16.5,16.3,19.9,10,89,94,1.3
"1122","HR1","23/07/2012 19:00",0,19.2,19.2,21.5,8,6,91,0.8
"1123","HR1","23/07/2012 20:00",-0.6,20.5,19.5,21.2,13,6,93,0.4
"1124","HR1","23/07/2012 21:00",0.1,23.9,24,23.7,7,5,93,0.3
"1125","HR1","23/07/2012 22:00",0.3,30.3,30.9,23.6,15,6,133,0.4
"1126","HR1","23/07/2012 23:00",1.3,43.2,45.2,21.8,15,6,108,0.4
"1127","HR1","24/07/2012 00:00",1,42,43.6,23.8,15,5,49,0.3
"1128","HR1","24/07/2012 01:00",2.4,41.9,45.6,23.1,20,5,175,0.4
"1129","HR1","24/07/2012 02:00",2.4,39.1,42.7,22,18,26,175,0.4
"1130","HR1","24/07/2012 03:00",2.8,36.6,40.9,21.2,23,50,172,0.5
"1131","HR1","24/07/2012 04:00",6.3,37.4,47.1,27,20,50,172,0.5
"1132","HR1","24/07/2012 05:00",10.1,38.5,54,16,18,416,87,0.9
"1133","HR1","24/07/2012 06:00",11.5,41.6,59.3,20.7,11,555,78,0.7
"1134","HR1","24/07/2012 07:00",9.5,40.6,55.3,21.7,23,676,97,0.8
"1135","HR1","24/07/2012 08:00",6.9,32.8,43.4,19.5,19,759,88,1
"1136","HR1","24/07/2012 09:00",3.9,24.4,30.4,14.8,11,806,123,0.8
"1137","HR1","24/07/2012 10:00",1.9,19.2,22.1,17.1,15,800,74,1.1
"1138","HR1","24/07/2012 11:00",2.2,17.8,21.2,15.8,14,744,115,0.7
"1139","HR1","24/07/2012 12:00",1.5,16.6,18.8,16.6,15,643,113,0.8
"1140","HR1","24/07/2012 19:00",-0.3,56.6,56.1,30.3,20,6,96,0.6
"1141","HR1","24/07/2012 20:00",0.1,50.5,50.7,29.9,19,6,115,0.4
"1142","HR1","24/07/2012 21:00",0.2,25.7,26,21.2,14,6,104,0.3
"1143","HR1","24/07/2012 22:00",0.3,37.6,38.1,23.6,12,6,133,0.3
"1144","HR1","24/07/2012 23:00",0.6,56.4,57.3,23.8,6,5,128,0.4
"1145","HR1","25/07/2012 00:00",0.3,57.8,58.3,23.4,7,5,72,0.3
"1146","HR1","25/07/2012 01:00",0.5,19.7,20.5,22.3,14,6,116,0.4
"1147","HR1","25/07/2012 02:00",0.6,18.1,19.1,22.3,16,21,76,0.3
"1148","HR1","25/07/2012 03:00",0.8,19.8,20.9,20.6,12,37,171,0.5
"1149","HR1","25/07/2012 04:00",3.2,30.2,35,20,15,37,171,0.5
"1150","HR1","05/09/2012 05:00",2.6,30.1,34,18.8,16,300,23,1.2
"1151","HR1","05/09/2012 06:00",6.1,30.5,39.9,18.6,10,450,28,1.4
"1152","HR1","05/09/2012 07:00",5.5,20.3,28.8,18.6,8,585,60,1.4
"1153","HR1","05/09/2012 08:00",3.3,13,18.1,20.5,7,631,23,1.5
"1154","HR1","05/09/2012 12:00",2,8.6,11.6,26.8,7,525,112,1.3
"1155","HR1","05/09/2012 13:00",1.1,6.7,8.3,18.6,8,388,29,1.5
"1156","HR1","05/09/2012 14:00",1.7,9.4,12.1,21.8,5,238,28,1.1
"1157","HR1","05/09/2012 15:00",2.4,13.1,16.9,26.9,10,50,25,1.3
"1158","HR1","05/09/2012 16:00",2.6,17.1,21.1,27.2,10,6,37,0.8
"1159","HR1","05/09/2012 17:00",0.9,18.7,20,28.9,8,5,35,0.8
"1160","HR1","05/09/2012 18:00",0.6,30.5,31.3,31.2,13,5,35,0.8
"1161","HR1","05/09/2012 19:00",2,55.3,58.3,32.3,16,5,35,0.6
"1162","HR1","05/09/2012 20:00",2.3,56.7,60.2,31.3,13,5,169,0.5
"1163","HR1","05/09/2012 21:00",1.3,54.5,56.4,27.8,16,5,173,0.5
"1164","HR1","05/09/2012 22:00",1.8,44.6,47.3,22.6,13,5,173,0.5
"1165","HR1","05/09/2012 23:00",1.7,30.8,33.3,19.8,8,5,161,0.4
"1166","HR1","06/09/2012 00:00",0.5,22.5,23.4,14.2,5,5,138,0.4
"1167","HR1","06/09/2012 01:00",0.7,19.9,21,14.4,3,5,100,0.3
"1168","HR1","06/09/2012 02:00",2.9,24.5,29,12.8,9,5,142,0.5
"1169","HR1","06/09/2012 03:00",1.9,22.1,25,12.3,4,5,34,0.4
"1170","HR1","06/09/2012 04:00",24.5,44.4,81.9,17.1,8,5,34,0.4
"1171","HR1","06/09/2012 05:00",54.9,53.3,137.5,23.6,14,280,83,0.7
"1172","HR1","06/09/2012 06:00",82.7,64.1,191,28.6,12,446,98,0.9
"1173","HR1","06/09/2012 07:00",66.3,66,167.60001,33.7,18,474,95,1
"1174","HR1","06/09/2012 08:00",38.5,58.6,117.6,33.8,18,574,112,0.9
"1175","HR1","06/09/2012 09:00",19.1,45.5,74.9,25.8,12,519,97,1.1
"1176","HR1","06/09/2012 10:00",9.2,30.3,44.4,17.9,8,624,98,1
"1177","HR1","06/09/2012 11:00",4,20.5,26.7,15.3,9,428,99,1.1
"1178","HR1","06/09/2012 12:00",3.4,16.5,21.7,14.8,7,439,110,1
"1179","HR1","06/09/2012 13:00",1.6,13.4,15.9,14.9,5,399,109,0.9
"1180","HR1","06/09/2012 14:00",1.5,13.5,15.7,14,6,200,105,0.7
"1181","HR1","06/09/2012 15:00",1.3,11.1,13.2,17.3,5,65,102,0.7
"1182","HR1","06/09/2012 16:00",0.8,13.6,14.9,17.8,6,8,91,0.5
"1183","HR1","06/09/2012 17:00",0.7,17.2,18.2,20.2,6,6,87,0.4
"1184","HR1","06/09/2012 18:00",0,32.8,32.8,23.9,10,6,87,0.4
"1185","HR1","06/09/2012 19:00",0.1,37.5,37.6,21,14,5,81,0.5
"1186","HR1","06/09/2012 20:00",0.8,54.4,55.7,32.4,15,5,95,0.8
"1187","HR1","06/09/2012 21:00",0.5,40.4,41.1,32.2,13,5,85,0.5
"1188","HR1","06/09/2012 22:00",0.5,33.3,34.1,28.7,16,5,94,0.5
"1189","HR1","06/09/2012 23:00",0.8,29.9,31.2,26.5,14,5,114,0.4
"1190","HR1","07/09/2012 00:00",0.4,27.6,28.2,24.5,13,5,111,0.5
"1191","HR1","07/09/2012 01:00",2.1,31.1,34.4,23.1,13,5,121,0.5
"1192","HR1","07/09/2012 02:00",1,27.1,28.6,25.3,14,5,128,0.5
"1193","HR1","07/09/2012 03:00",1.8,27.8,30.5,21.1,15,5,122,0.5
"1194","HR1","07/09/2012 04:00",1.3,23.9,25.8,24.5,14,5,122,0.5
"1195","HR1","07/09/2012 05:00",4.1,33.3,39.6,27.1,18,286,97,0.6
"1196","HR1","07/09/2012 06:00",9.8,36.4,51.4,33.8,21,428,125,0.6
"1197","HR1","07/09/2012 07:00",14.4,38.8,60.9,41.1,22,553,115,0.7
"1198","HR1","07/09/2012 08:00",14.1,35.7,57.3,16.3,20,634,117,0.7
"1199","HR1","07/09/2012 09:00",10.1,30.3,45.7,26.5,20,675,129,0.8
"1200","HR1","07/09/2012 10:00",8.6,27.3,40.5,18.9,12,665,128,0.9
"1201","HR1","07/09/2012 11:00",5.9,23.7,32.6,20.5,11,610,117,0.9
"1202","HR1","07/09/2012 12:00",2.4,14.7,18.5,17.2,11,510,133,1
"1203","HR1","07/09/2012 13:00",2.1,11.8,14.9,12.5,8,376,125,0.8
"1204","HR1","07/09/2012 14:00",2.9,15.1,19.6,16.8,5,232,139,0.7
"1205","HR1","07/09/2012 15:00",2.4,16.7,20.4,25.4,6,30,95,0.5
"1206","HR1","07/09/2012 16:00",1.6,17.2,19.6,16.9,16,6,144,0.5
"1207","HR1","07/09/2012 17:00",0.5,27.1,27.8,19.1,8,6,150,0.4
"1208","HR1","07/09/2012 18:00",7.7,67.5,79.3,37.8,19,6,150,0.4
"1209","HR1","07/09/2012 19:00",3.1,71.3,76.1,33.3,19,6,142,0.6
"1210","HR1","07/09/2012 20:00",5.6,62.9,71.5,30.9,18,5,99,0.5
"1211","HR1","07/09/2012 21:00",0.3,31.4,31.8,27,17,6,75,0.5
"1212","HR1","07/09/2012 22:00",1.1,40.6,42.2,23.6,16,5,142,0.4
"1213","HR1","07/09/2012 23:00",0.7,30.9,32,25.5,14,5,131,0.3
"1214","HR1","08/09/2012 00:00",3,54.1,58.7,25.3,16,5,97,0.4
"1215","HR1","08/09/2012 01:00",12.4,56.3,75.3,26,16,5,65,0.4
"1216","HR1","08/09/2012 02:00",10.5,51,67.2,20.8,14,5,134,0.4
"1217","HR1","08/09/2012 03:00",7.7,43.2,55,19.8,13,5,123,0.4
"1218","HR1","08/09/2012 04:00",10.4,39.1,55,17.1,11,5,123,0.4
"1219","HR1","08/09/2012 05:00",24.4,42.1,79.4,19.5,12,308,66,0.4
"1220","HR1","08/09/2012 06:00",30.2,37.8,84,26.2,12,431,87,0.6
"1221","HR1","08/09/2012 07:00",35.4,44.1,98.4,34.2,19,584,76,0.9
"1222","HR1","08/09/2012 08:00",29.4,47.8,92.8,23.1,20,654,85,0.9
"1223","HR1","08/09/2012 09:00",21.3,47.7,80.4,30.2,18,706,114,0.9
"1224","HR1","08/09/2012 10:00",12.1,42.7,61.2,27.6,20,648,111,0.9
"1225","HR1","08/09/2012 11:00",7.9,33,45,20.1,9,658,87,1.1
"1226","HR1","08/09/2012 12:00",4.7,23.4,30.7,15,7,549,91,1.1
"1227","HR1","08/09/2012 13:00",4.6,25,32,16.2,10,397,114,0.7
"1228","HR1","08/09/2012 14:00",4.6,26.6,33.6,18.2,8,238,95,0.9
"1229","HR1","08/09/2012 15:00",2.9,26.2,30.6,17.7,4,38,90,0.9
"1230","HR1","08/09/2012 16:00",1.5,20.5,22.8,18.5,5,6,91,0.8
"1231","HR1","08/09/2012 17:00",-0.1,27.5,27.2,21.1,8,6,94,0.6
"1232","HR1","08/09/2012 18:00",-0.3,31.7,31.3,28.9,15,6,94,0.6
"1233","HR1","08/09/2012 19:00",-0.1,50.1,49.9,25.5,14,5,154,0.3
"1234","HR1","08/09/2012 20:00",6.4,78.2,88,31.2,15,5,134,0.3
"1235","HR1","08/09/2012 21:00",16.7,75.1,100.7,28,22,5,178,0.5
"1236","HR1","08/09/2012 22:00",19.2,73.5,102.9,23.9,24,5,166,0.5
"1237","HR1","08/09/2012 23:00",9.7,64.2,79.1,29.8,24,5,144,0.4
"1238","HR1","09/09/2012 00:00",3.6,57.4,63,23.9,15,5,172,0.6
"1239","HR1","09/09/2012 01:00",5,66.3,73.9,26,22,5,170,0.6
"1240","HR1","09/09/2012 02:00",16.6,80.7,106.1,31.7,29,5,168,0.4
"1241","HR1","09/09/2012 03:00",9.7,73.6,88.5,26.8,23,5,164,0.5
"1242","HR1","09/09/2012 04:00",3.1,60.7,65.4,19.4,21,5,164,0.5
"1243","HR1","09/09/2012 05:00",5.9,58.8,67.7,20.5,16,282,77,0.5
"1244","HR1","09/09/2012 06:00",11.3,51.3,68.6,20.8,20,431,87,1.1
"1245","HR1","09/09/2012 07:00",17.9,53.9,81.3,27,22,558,95,1
"1246","HR1","09/09/2012 08:00",17.3,50.6,77.1,29.1,21,636,91,1.1
"1247","HR1","09/09/2012 09:00",16.5,50.3,75.6,29.6,23,669,94,1.5
"1248","HR1","09/09/2012 10:00",7.1,36.4,47.4,25.4,18,635,91,2.1
"1249","HR1","09/09/2012 11:00",1.9,17.1,19.9,18.1,9,540,90,2.4
"1250","HR1","09/09/2012 12:00",1,11.4,13,26.4,10,382,92,2.2
"1251","HR1","09/09/2012 13:00",0.7,8.9,10,19.1,13,310,94,1.5
"1252","HR1","09/09/2012 14:00",0.3,9,9.4,23.2,12,118,96,1.2
"1253","HR1","09/09/2012 15:00",0.1,12.8,12.9,25.9,6,62,95,1.5
"1254","HR1","09/09/2012 16:00",-0.3,18.3,17.8,26.4,9,7,98,1.3
"1255","HR1","09/09/2012 17:00",-0.3,15.9,15.4,32.1,21,5,98,1.3
"1256","HR1","09/09/2012 18:00",-0.3,18.8,18.4,30.8,19,5,98,1.3
"1257","HR1","09/09/2012 22:00",0.3,18,18.4,23,9,5,93,1.4
"1258","HR1","09/09/2012 23:00",-0.4,10.6,10,22.3,14,5,94,1.3
"1259","HR1","10/09/2012 00:00",0,8.1,8.1,24.3,16,5,94,1.3
"1260","HR1","10/09/2012 01:00",0.5,5,5.8,21.1,13,5,97,1.1
"1261","HR1","10/09/2012 02:00",0.1,4.6,4.8,12.3,7,5,100,1.1
"1262","HR1","10/09/2012 03:00",0.1,3.5,3.6,0.6,8,5,97,0.8
"1263","HR1","10/09/2012 04:00",0.5,7.3,8,10.1,2,5,97,0.8
"1264","HR1","10/09/2012 05:00",0.4,15.6,16.3,11.8,-3,116,93,1.2
"1265","HR1","10/09/2012 06:00",1.8,25.6,28.3,11.2,7,393,95,1.4
"1266","HR1","10/09/2012 07:00",3.1,24.9,29.6,13.6,3,286,98,1.1
"1267","HR1","10/09/2012 08:00",3.4,17.9,23.1,10.3,4,277,95,1.2
"1268","HR1","10/09/2012 09:00",1.3,11.2,13.3,7.4,-2,413,96,1.6
"1269","HR1","10/09/2012 10:00",2.1,14.6,17.8,11.7,7,509,95,2
"1270","HR1","10/09/2012 11:00",2.4,11.9,15.6,7.9,5,162,96,1.5
"1271","HR1","10/09/2012 12:00",1.4,9.8,11.9,11,6,171,98,1.4
"1272","HR1","10/09/2012 13:00",1,11.5,13.1,12.4,4,177,96,1.6
"1273","HR1","10/09/2012 14:00",1,13.3,14.8,10.8,5,54,94,1.6
"1274","HR1","10/09/2012 15:00",1.2,13.7,15.6,9.5,7,21,93,1.5
"1275","HR1","10/09/2012 16:00",0.4,13.4,14,11,5,5,96,1.4
"1276","HR1","10/09/2012 17:00",0.3,17.6,18.1,11.1,9,5,95,1.4
"1277","HR1","10/09/2012 18:00",0,17.2,17.2,9.7,-1,5,95,1.4
"1278","HR1","10/09/2012 19:00",0,22.1,22.1,10.2,2,5,95,1.1
"1279","HR1","10/09/2012 20:00",0.3,16.5,16.9,6.7,5,6,101,1
"1280","HR1","10/09/2012 21:00",0.1,15.9,16.1,10.2,6,6,96,1.4
"1281","HR1","10/09/2012 22:00",0.1,9.1,9.2,8.8,5,6,99,1.2
"1282","HR1","10/09/2012 23:00",0.1,6,6.1,10.5,2,6,95,1.3
"1283","HR1","11/09/2012 00:00",-0.1,5.9,5.7,16.4,-3,6,102,1.1
"1284","HR1","11/09/2012 01:00",0.2,4,4.4,12.6,2,6,107,0.8
"1285","HR1","11/09/2012 02:00",0.1,3.9,4.1,11,3,5,124,0.7
"1286","HR1","11/09/2012 03:00",-0.1,6.1,6,11.4,3,5,104,0.6
"1287","HR1","11/09/2012 04:00",0.1,4.2,4.3,4.6,4,5,104,0.6
"1288","HR1","11/09/2012 05:00",-0.2,8.5,8.2,3.9,-2,264,134,1
